county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Mendocino,8/26/21,33,1,34,79,10,0,0
San Luis Obispo,8/26/21,48,0,48,460,9,0,15
Merced,8/26/21,38,0,38,271,13,0,1
Orange,8/26/21,592,15,607,6056,132,3,141
Solano,8/26/21,144,9,153,658,27,0,45
Santa Barbara,8/26/21,75,0,75,614,21,1,23
Los Angeles,8/26/21,1708,132,1840,19368,451,14,438
San Diego,8/26/21,650,17,667,6493,169,1,173
Yolo,8/26/21,13,0,13,126,5,0,3
Fresno,8/26/21,403,12,415,1584,80,0,8
Mono,8/26/21,0,0,0,17,0,0,2
Plumas,8/26/21,8,0,8,35,0,0,0
Lake,8/26/21,20,0,20,64,4,0,1
Placer,8/26/21,229,14,243,770,51,1,11
San Bernardino,8/26/21,554,27,581,3631,152,3,99
Colusa,8/26/21,4,0,4,48,0,0,5
Imperial,8/26/21,22,0,22,236,7,0,4
Shasta,8/26/21,90,0,90,568,22,0,15
Ventura,8/26/21,138,2,140,1149,28,0,35
Mariposa,8/27/21,0,0,0,12,0,0,0
San Luis Obispo,8/27/21,48,3,51,460,10,1,12
Mendocino,8/27/21,33,0,33,81,10,0,2
San Francisco,8/27/21,105,8,113,2159,35,1,83
Siskiyou,8/27/21,10,0,10,56,6,0,3
Lassen,8/27/21,6,0,6,25,0,0,0
Yuba,8/27/21,56,0,56,261,19,0,0
Santa Clara,8/27/21,233,20,253,3149,73,4,58
Tulare,8/27/21,165,7,172,677,18,1,14
Del Norte,8/27/21,12,0,12,43,4,0,1
Tuolumne,8/27/21,24,0,24,72,4,0,1
Amador,8/27/21,13,2,15,53,6,0,0
Calaveras,8/27/21,6,0,6,33,1,0,5
Sonoma,8/27/21,71,2,73,643,16,0,15
Fresno,8/27/21,403,14,417,1593,84,1,7
Marin,8/27/21,17,2,19,332,4,0,16
Alameda,8/27/21,239,18,257,2484,72,0,103
San Diego,8/27/21,677,19,696,6491,172,3,188
Modoc,8/27/21,0,0,0,12,0,0,0
San Joaquin,8/27/21,267,6,273,953,72,1,4
Imperial,8/27/21,21,0,21,236,7,0,5
San Bernardino,8/27/21,552,26,578,3632,151,4,84
Madera,8/27/21,34,9,43,279,8,0,6
Inyo,8/27/21,0,0,0,29,0,0,1
Shasta,8/27/21,87,0,87,568,21,0,13
Orange,8/27/21,549,23,572,6037,121,3,150
Solano,8/27/21,150,8,158,610,27,0,44
Ventura,8/27/21,130,8,138,1165,26,0,21
Yolo,8/27/21,16,0,16,126,7,0,2
Kings,8/27/21,65,0,65,123,10,0,1
San Mateo,8/27/21,53,8,61,730,17,1,13
Kern,8/27/21,270,0,270,1177,49,0,29
Los Angeles,8/27/21,1692,113,1805,19384,436,21,466
Monterey,8/27/21,44,0,44,716,7,0,23
Colusa,8/27/21,6,0,6,48,0,0,5
Plumas,8/27/21,5,0,5,35,0,0,0
Butte,8/27/21,88,0,88,461,7,0,7
Santa Barbara,8/27/21,75,3,78,614,21,0,28
Tehama,8/27/21,15,0,15,59,4,0,3
Nevada,8/27/21,26,0,26,152,3,0,0
Mono,8/27/21,1,0,1,17,0,0,2
Placer,8/27/21,222,8,230,759,50,1,9
Riverside,8/27/21,670,42,712,3505,138,3,49
Contra Costa,8/27/21,211,18,229,1388,55,1,39
Santa Cruz,8/27/21,16,0,16,373,4,0,3
Napa,8/27/21,20,0,20,210,3,0,2
Glenn,8/27/21,12,1,13,47,0,0,0
Sacramento,8/27/21,437,17,454,2651,111,3,67
San Benito,8/27/21,9,0,9,25,2,0,1
Lake,8/27/21,17,0,17,64,5,0,0
Merced,8/27/21,33,0,33,271,11,0,1
Sutter,8/27/21,0,0,0,14,0,0,0
El Dorado,8/27/21,25,0,25,190,9,0,2
Stanislaus,8/27/21,304,13,317,1369,58,3,17
Humboldt,8/27/21,37,0,37,274,12,0,6
Trinity,8/27/21,0,0,0,25,0,0,0
Modoc,8/28/21,0,0,0,12,0,0,0
Humboldt,8/28/21,37,0,37,265,12,0,5
Butte,8/28/21,96,1,97,461,7,1,12
Yuba,8/28/21,55,0,55,261,20,0,0
Riverside,8/28/21,641,44,685,3467,131,2,48
San Joaquin,8/28/21,261,10,271,942,75,1,5
Monterey,8/28/21,49,1,50,716,8,0,24
San Mateo,8/28/21,52,10,62,702,18,0,15
Nevada,8/28/21,21,0,21,137,4,0,3
San Benito,8/28/21,8,0,8,25,2,0,0
Lake,8/28/21,17,0,17,64,6,0,0
Tulare,8/28/21,155,4,159,647,17,2,15
Kings,8/28/21,67,0,67,135,8,0,8
Santa Barbara,8/28/21,75,3,78,614,20,1,32
Tuolumne,8/28/21,25,0,25,72,4,0,0
Plumas,8/28/21,6,0,6,35,0,0,0
Solano,8/28/21,156,7,163,609,26,1,47
Orange,8/28/21,545,25,570,6001,136,3,144
Sacramento,8/28/21,427,17,444,2653,108,2,75
Imperial,8/28/21,25,0,25,236,7,0,5
Shasta,8/28/21,83,0,83,568,22,0,13
Mendocino,8/28/21,33,0,33,89,9,0,3
Contra Costa,8/28/21,211,11,222,1385,57,2,44
Glenn,8/28/21,12,0,12,47,0,0,0
Lassen,8/28/21,6,0,6,25,0,0,0
Yolo,8/28/21,19,0,19,121,10,0,0
Sutter,8/28/21,0,0,0,14,0,0,0
Fresno,8/28/21,395,11,406,1566,85,2,10
El Dorado,8/28/21,28,0,28,190,10,0,2
Merced,8/28/21,34,0,34,272,10,0,2
Madera,8/28/21,34,11,45,278,8,0,7
Alameda,8/28/21,231,17,248,2476,69,1,92
Ventura,8/28/21,139,6,145,1174,30,0,21
Placer,8/28/21,218,10,228,756,51,3,12
Siskiyou,8/28/21,7,0,7,56,3,0,3
Marin,8/28/21,16,1,17,331,3,0,13
Stanislaus,8/28/21,312,9,321,1366,65,3,14
Los Angeles,8/28/21,1687,105,1792,19326,453,13,444
Napa,8/28/21,17,0,17,205,2,0,0
San Francisco,8/28/21,104,8,112,2160,38,1,84
Mariposa,8/28/21,0,0,0,12,0,0,0
Santa Clara,8/28/21,232,17,249,3098,75,2,57
Santa Cruz,8/28/21,17,0,17,372,4,0,5
Calaveras,8/28/21,6,0,6,33,1,0,5
San Bernardino,8/28/21,553,29,582,3566,165,4,84
Colusa,8/28/21,5,0,5,48,0,0,5
Mono,8/28/21,1,0,1,17,0,0,2
Sonoma,8/28/21,75,0,75,634,16,0,14
San Luis Obispo,8/28/21,49,4,53,460,12,1,11
Amador,8/28/21,14,0,14,53,6,0,0
Tehama,8/28/21,17,0,17,59,5,0,0
Inyo,8/28/21,0,0,0,29,0,0,1
Del Norte,8/28/21,12,0,12,47,4,0,0
San Diego,8/28/21,664,27,691,6490,175,1,194
Trinity,8/28/21,0,0,0,25,0,0,0
Kern,8/28/21,271,0,271,1172,46,0,21
Orange,8/29/21,546,19,565,5958,139,5,152
San Benito,8/29/21,8,0,8,25,2,0,0
Ventura,8/29/21,140,0,140,1165,30,0,23
San Bernardino,8/29/21,552,21,573,3568,168,3,102
Tuolumne,8/29/21,23,0,23,72,3,0,2
Nevada,8/29/21,23,1,24,137,2,0,5
Plumas,8/29/21,4,0,4,35,0,0,0
Napa,8/29/21,20,0,20,194,2,0,0
Mariposa,8/29/21,0,0,0,12,0,0,0
Placer,8/29/21,222,18,240,757,53,2,9
Sonoma,8/29/21,70,0,70,612,18,0,17
Tehama,8/29/21,15,0,15,59,4,0,1
Trinity,8/29/21,0,0,0,25,0,0,0
Calaveras,8/29/21,5,0,5,33,1,0,5
Humboldt,8/29/21,38,0,38,264,13,0,3
Tulare,8/29/21,166,4,170,647,20,0,14
Santa Clara,8/29/21,236,19,255,3040,75,1,76
Mono,8/29/21,1,0,1,17,0,0,2
Glenn,8/29/21,11,0,11,47,0,0,0
Marin,8/29/21,15,2,17,321,2,0,13
Imperial,8/29/21,25,0,25,236,7,0,5
Inyo,8/29/21,0,0,0,29,0,0,2
Stanislaus,8/29/21,305,9,314,1368,69,4,13
Merced,8/29/21,36,0,36,272,13,0,1
Kern,8/29/21,279,1,280,1169,51,0,37
Santa Barbara,8/29/21,72,1,73,614,22,1,31
Los Angeles,8/29/21,1709,93,1802,19230,452,9,490
Solano,8/29/21,163,11,174,612,25,1,45
Fresno,8/29/21,387,15,402,1549,84,3,13
Santa Cruz,8/29/21,16,0,16,372,4,0,3
Lassen,8/29/21,6,0,6,25,0,0,0
Monterey,8/29/21,48,2,50,716,8,0,27
Contra Costa,8/29/21,206,20,226,1379,60,4,48
Sutter,8/29/21,0,0,0,14,0,0,0
Yuba,8/29/21,60,0,60,261,20,0,0
Colusa,8/29/21,4,0,4,48,0,0,5
Del Norte,8/29/21,14,0,14,47,5,0,0
Madera,8/29/21,31,5,36,278,7,0,7
San Mateo,8/29/21,48,11,59,699,15,0,20
Kings,8/29/21,70,0,70,127,9,0,3
Amador,8/29/21,15,0,15,53,6,0,0
San Joaquin,8/29/21,265,10,275,945,79,1,5
Modoc,8/29/21,1,0,1,12,0,0,0
El Dorado,8/29/21,25,0,25,190,10,0,1
San Luis Obispo,8/29/21,50,3,53,447,12,1,11
Butte,8/29/21,93,1,94,461,7,1,13
Sacramento,8/29/21,418,21,439,2631,107,2,76
Mendocino,8/29/21,34,0,34,91,10,0,3
Yolo,8/29/21,18,0,18,126,8,0,0
San Diego,8/29/21,658,25,683,6483,181,0,209
Shasta,8/29/21,85,0,85,568,23,0,13
Alameda,8/29/21,236,27,263,2486,66,1,98
Riverside,8/29/21,661,64,725,3456,140,2,44
Lake,8/29/21,17,0,17,64,6,0,1
San Francisco,8/29/21,109,8,117,2162,36,0,90
Siskiyou,8/29/21,9,0,9,56,3,0,2
Orange,8/30/21,556,17,573,5954,150,5,160
Napa,8/30/21,22,0,22,199,4,0,0
Kern,8/30/21,302,0,302,1164,54,0,21
Santa Clara,8/30/21,244,15,259,3041,77,2,59
Amador,8/30/21,15,0,15,53,6,0,0
Inyo,8/30/21,1,0,1,29,0,0,2
Fresno,8/30/21,388,12,400,1566,88,1,18
San Bernardino,8/30/21,562,26,588,3582,166,4,98
San Diego,8/30/21,653,19,672,6491,182,2,206
San Francisco,8/30/21,114,5,119,2156,36,0,78
Lassen,8/30/21,7,0,7,25,0,0,0
Marin,8/30/21,14,2,16,316,3,0,9
Imperial,8/30/21,28,0,28,236,9,0,5
Mariposa,8/30/21,0,0,0,12,0,0,0
Sacramento,8/30/21,423,24,447,2641,111,3,80
Contra Costa,8/30/21,199,24,223,1372,59,3,45
Santa Barbara,8/30/21,75,3,78,614,18,1,31
Merced,8/30/21,38,0,38,271,16,0,0
San Mateo,8/30/21,47,11,58,700,16,0,19
Trinity,8/30/21,0,0,0,25,0,0,0
Madera,8/30/21,32,9,41,278,9,0,8
Glenn,8/30/21,12,0,12,47,0,0,0
Los Angeles,8/30/21,1699,113,1812,19280,448,16,503
Del Norte,8/30/21,13,0,13,47,4,0,0
San Luis Obispo,8/30/21,51,2,53,460,14,1,14
Butte,8/30/21,100,1,101,461,7,1,7
Yolo,8/30/21,16,0,16,123,6,0,0
Tehama,8/30/21,18,0,18,59,5,0,2
Colusa,8/30/21,4,0,4,48,0,0,5
Nevada,8/30/21,25,0,25,147,6,0,0
Mono,8/30/21,1,0,1,17,0,0,2
Shasta,8/30/21,90,0,90,568,45,0,10
Monterey,8/30/21,47,1,48,716,8,0,24
Alameda,8/30/21,232,23,255,2492,63,2,111
Solano,8/30/21,149,9,158,593,28,0,10
Plumas,8/30/21,5,1,6,35,0,0,0
Placer,8/30/21,219,9,228,758,51,1,8
Lake,8/30/21,14,1,15,64,6,0,0
Modoc,8/30/21,1,0,1,12,0,0,0
Siskiyou,8/30/21,10,0,10,56,3,0,2
Santa Cruz,8/30/21,19,0,19,372,4,0,3
Mendocino,8/30/21,37,0,37,85,10,0,2
Sonoma,8/30/21,68,2,70,643,19,0,20
Humboldt,8/30/21,37,0,37,264,8,0,9
Kings,8/30/21,75,0,75,127,10,0,1
Calaveras,8/30/21,6,0,6,33,1,0,5
Riverside,8/30/21,664,70,734,3464,146,0,60
San Joaquin,8/30/21,283,11,294,948,79,0,7
El Dorado,8/30/21,27,0,27,190,10,0,1
Sutter,8/30/21,0,0,0,14,0,0,0
San Benito,8/30/21,7,0,7,25,2,0,1
Yuba,8/30/21,64,0,64,261,23,0,0
Tulare,8/30/21,160,6,166,680,22,0,10
Ventura,8/30/21,135,1,136,1158,25,0,26
Tuolumne,8/30/21,21,0,21,72,3,0,1
Stanislaus,8/30/21,313,7,320,1371,68,2,13
San Francisco,8/31/21,109,4,113,2166,35,0,75
Mono,8/31/21,1,0,1,17,0,0,0
Santa Cruz,8/31/21,21,0,21,372,5,0,3
Colusa,8/31/21,2,0,2,48,0,0,5
Tuolumne,8/31/21,21,0,21,72,4,0,0
Mendocino,8/31/21,35,0,35,92,11,0,3
Merced,8/31/21,36,0,36,272,16,0,2
Lassen,8/31/21,7,0,7,25,0,0,0
Orange,8/31/21,534,12,546,5908,149,4,153
Amador,8/31/21,15,1,16,53,6,0,0
Monterey,8/31/21,50,0,50,716,9,0,23
Santa Clara,8/31/21,244,13,257,3064,70,1,63
Marin,8/31/21,10,2,12,320,4,0,10
Madera,8/31/21,31,3,34,278,7,0,6
Kings,8/31/21,72,0,72,131,10,0,5
Kern,8/31/21,307,1,308,1176,59,0,16
Riverside,8/31/21,669,72,741,3459,146,2,52
Yuba,8/31/21,71,0,71,261,20,0,0
San Benito,8/31/21,8,0,8,25,3,0,0
Stanislaus,8/31/21,325,7,332,1372,74,1,11
El Dorado,8/31/21,23,0,23,190,8,0,1
Shasta,8/31/21,87,0,87,568,26,0,8
Siskiyou,8/31/21,12,0,12,56,2,0,2
Solano,8/31/21,142,9,151,598,27,0,3
Los Angeles,8/31/21,1673,111,1784,19353,446,7,485
San Mateo,8/31/21,46,6,52,695,18,0,16
San Bernardino,8/31/21,565,27,592,3623,164,4,105
Calaveras,8/31/21,8,1,9,33,1,0,4
Sacramento,8/31/21,435,26,461,2664,105,2,65
Nevada,8/31/21,23,0,23,130,0,0,6
Mariposa,8/31/21,0,0,0,12,0,0,0
Tehama,8/31/21,21,0,21,59,5,0,1
Trinity,8/31/21,0,0,0,25,0,0,0
Sonoma,8/31/21,75,1,76,650,19,0,18
Placer,8/31/21,223,9,232,756,50,1,9
Santa Barbara,8/31/21,82,2,84,614,21,1,26
Lake,8/31/21,15,1,16,64,6,0,1
Imperial,8/31/21,33,0,33,236,9,0,4
Glenn,8/31/21,11,0,11,47,0,0,0
Modoc,8/31/21,1,0,1,12,0,0,0
Inyo,8/31/21,1,0,1,29,0,0,2
Fresno,8/31/21,399,14,413,1589,85,0,9
Ventura,8/31/21,131,1,132,1180,24,0,34
Contra Costa,8/31/21,200,21,221,1371,59,1,49
Napa,8/31/21,24,0,24,216,5,0,2
San Joaquin,8/31/21,278,11,289,956,81,0,4
Alameda,8/31/21,219,26,245,2481,61,1,101
Humboldt,8/31/21,37,0,37,264,9,0,4
Yolo,8/31/21,15,0,15,131,6,0,2
Sutter,8/31/21,0,0,0,14,0,0,0
Butte,8/31/21,96,0,96,461,7,0,3
Plumas,8/31/21,7,1,8,35,0,0,0
Tulare,8/31/21,167,9,176,680,23,1,10
San Diego,8/31/21,667,18,685,6507,182,0,186
Del Norte,8/31/21,15,0,15,47,4,0,0
San Luis Obispo,8/31/21,54,4,58,460,15,1,16
Colusa,9/1/21,2,0,2,48,0,0,5
Mendocino,9/1/21,30,0,30,117,10,0,2
Orange,9/1/21,521,13,534,5903,143,3,147
San Diego,9/1/21,672,23,695,6516,176,7,170
Trinity,9/1/21,0,0,0,25,0,0,0
Merced,9/1/21,45,0,45,272,12,0,5
Stanislaus,9/1/21,321,9,330,1375,71,1,14
Mariposa,9/1/21,0,0,0,12,0,0,0
Glenn,9/1/21,11,0,11,47,0,0,0
Yolo,9/1/21,17,0,17,132,5,0,2
El Dorado,9/1/21,23,0,23,190,8,0,2
Kings,9/1/21,72,0,72,137,10,0,7
Plumas,9/1/21,6,0,6,35,0,0,0
Fresno,9/1/21,392,8,400,1576,83,3,8
Butte,9/1/21,104,0,104,461,9,0,1
Amador,9/1/21,15,1,16,53,6,0,0
Modoc,9/1/21,0,0,0,12,0,0,0
Madera,9/1/21,32,2,34,278,9,0,4
San Benito,9/1/21,7,0,7,25,3,0,1
Sacramento,9/1/21,449,22,471,2640,98,3,63
Siskiyou,9/1/21,10,0,10,56,3,0,3
Santa Cruz,9/1/21,19,0,19,373,4,0,3
Tulare,9/1/21,164,11,175,676,25,1,10
Inyo,9/1/21,1,0,1,29,0,0,2
Santa Clara,9/1/21,250,10,260,3069,68,2,46
Del Norte,9/1/21,20,0,20,48,6,0,0
Sutter,9/1/21,0,0,0,14,0,0,0
Lake,9/1/21,15,1,16,64,6,1,0
Monterey,9/1/21,47,0,47,716,7,0,21
San Joaquin,9/1/21,297,11,308,968,81,0,2
Ventura,9/1/21,135,2,137,1185,27,0,38
Lassen,9/1/21,6,0,6,25,0,0,0
Kern,9/1/21,329,1,330,1233,58,0,17
Tuolumne,9/1/21,16,0,16,72,5,0,0
Santa Barbara,9/1/21,78,4,82,614,20,1,24
Humboldt,9/1/21,40,0,40,274,10,0,3
San Mateo,9/1/21,44,10,54,706,18,0,15
Mono,9/1/21,2,0,2,17,0,0,1
Tehama,9/1/21,19,0,19,59,5,0,0
Napa,9/1/21,21,0,21,218,6,0,0
Alameda,9/1/21,215,28,243,2505,65,4,102
Solano,9/1/21,130,10,140,608,27,0,3
Yuba,9/1/21,71,0,71,261,20,0,0
Shasta,9/1/21,84,0,84,568,27,0,20
Sonoma,9/1/21,72,1,73,642,17,0,17
Marin,9/1/21,10,2,12,328,4,0,10
San Francisco,9/1/21,112,5,117,2170,33,0,61
Contra Costa,9/1/21,187,21,208,1382,56,0,36
Placer,9/1/21,205,14,219,754,56,3,9
Riverside,9/1/21,675,32,707,3475,148,3,49
Calaveras,9/1/21,6,0,6,33,1,0,5
Imperial,9/1/21,35,0,35,236,12,0,3
Nevada,9/1/21,22,0,22,137,7,0,0
Los Angeles,9/1/21,1641,97,1738,19367,445,9,473
San Luis Obispo,9/1/21,57,4,61,460,14,1,14
San Bernardino,9/1/21,571,33,604,3660,159,3,102
Merced,9/2/21,48,2,50,271,13,0,9
Tehama,9/2/21,20,0,20,59,5,0,0
Madera,9/2/21,31,8,39,278,9,1,2
Kings,9/2/21,76,0,76,132,10,0,3
Amador,9/2/21,16,2,18,53,6,0,0
Modoc,9/2/21,0,0,0,12,0,0,0
Tuolumne,9/2/21,15,0,15,72,4,0,1
Sutter,9/2/21,0,0,0,14,0,0,0
Siskiyou,9/2/21,10,0,10,56,4,0,3
San Francisco,9/2/21,104,5,109,2172,34,1,67
Alameda,9/2/21,210,28,238,2509,69,2,92
Mendocino,9/2/21,27,0,27,116,10,0,0
Los Angeles,9/2/21,1593,122,1715,19329,453,7,470
Santa Clara,9/2/21,239,12,251,3083,64,2,40
Mono,9/2/21,2,0,2,17,0,0,1
Solano,9/2/21,135,13,148,578,27,1,4
Contra Costa,9/2/21,191,19,210,1388,53,0,29
Inyo,9/2/21,2,0,2,29,0,0,2
Stanislaus,9/2/21,333,16,349,1372,69,5,15
San Bernardino,9/2/21,539,21,560,3602,156,3,113
Monterey,9/2/21,43,0,43,716,7,0,20
Yuba,9/2/21,70,0,70,261,24,0,3
Trinity,9/2/21,0,0,0,25,0,0,0
Mariposa,9/2/21,0,0,0,12,0,0,0
Lassen,9/2/21,6,0,6,25,0,0,0
Sacramento,9/2/21,443,14,457,2636,106,4,71
Tulare,9/2/21,174,11,185,682,26,0,7
Kern,9/2/21,335,2,337,1247,57,0,18
San Mateo,9/2/21,45,12,57,713,17,0,14
Marin,9/2/21,7,2,9,328,5,0,10
Sonoma,9/2/21,68,2,70,642,17,0,19
San Joaquin,9/2/21,279,13,292,959,77,0,3
Plumas,9/2/21,6,0,6,35,0,0,0
San Benito,9/2/21,7,0,7,25,3,0,1
Humboldt,9/2/21,42,0,42,274,9,0,6
Napa,9/2/21,20,0,20,219,6,0,1
San Diego,9/2/21,671,21,692,6510,177,4,192
Lake,9/2/21,19,1,20,64,5,1,0
Colusa,9/2/21,3,0,3,48,0,0,5
El Dorado,9/2/21,23,0,23,190,9,0,1
Del Norte,9/2/21,20,0,20,48,6,0,0
Santa Barbara,9/2/21,78,4,82,614,19,1,27
Imperial,9/2/21,37,0,37,236,15,0,3
Shasta,9/2/21,88,0,88,568,23,0,10
Yolo,9/2/21,18,0,18,129,7,0,0
Calaveras,9/2/21,6,0,6,33,2,0,4
Orange,9/2/21,500,18,518,5992,138,5,152
Nevada,9/2/21,24,1,25,127,2,0,3
Riverside,9/2/21,673,30,703,3514,148,0,53
Butte,9/2/21,108,0,108,461,8,1,1
Placer,9/2/21,209,10,219,750,53,1,9
Glenn,9/2/21,9,0,9,47,0,0,0
San Luis Obispo,9/2/21,61,5,66,453,14,0,12
Ventura,9/2/21,129,5,134,1169,30,0,28
Santa Cruz,9/2/21,16,0,16,372,3,0,3
Fresno,9/2/21,393,10,403,1582,93,0,6
Plumas,9/3/21,5,0,5,35,0,0,0
Tulare,9/3/21,178,8,186,679,23,1,7
Riverside,9/3/21,661,34,695,3492,140,1,62
San Luis Obispo,9/3/21,55,2,57,446,13,0,12
Marin,9/3/21,10,4,14,330,17,0,10
San Benito,9/3/21,7,0,7,25,3,0,1
El Dorado,9/3/21,23,0,23,190,9,0,2
Mono,9/3/21,2,0,2,17,0,0,1
Tuolumne,9/3/21,14,0,14,72,4,0,0
Nevada,9/3/21,19,0,19,132,4,0,0
Kern,9/3/21,324,1,325,1220,58,0,22
Sonoma,9/3/21,70,2,72,671,19,0,15
San Bernardino,9/3/21,539,18,557,3604,151,2,101
Los Angeles,9/3/21,1537,116,1653,19259,445,7,477
Contra Costa,9/3/21,185,4,189,1361,56,1,35
San Joaquin,9/3/21,278,12,290,956,72,0,6
Glenn,9/3/21,10,0,10,47,0,0,0
San Francisco,9/3/21,95,2,97,2165,30,0,65
Trinity,9/3/21,0,0,0,25,0,0,0
Orange,9/3/21,483,13,496,5922,128,3,150
Butte,9/3/21,110,0,110,461,11,0,3
Santa Barbara,9/3/21,80,4,84,614,18,1,24
Humboldt,9/3/21,38,0,38,274,9,0,2
Imperial,9/3/21,34,0,34,236,14,0,3
Ventura,9/3/21,133,5,138,1207,36,1,21
Modoc,9/3/21,0,0,0,12,0,0,0
Merced,9/3/21,47,0,47,271,14,0,0
San Mateo,9/3/21,41,16,57,690,15,1,14
Calaveras,9/3/21,6,0,6,33,3,0,4
Monterey,9/3/21,38,1,39,716,7,0,17
Amador,9/3/21,16,1,17,53,5,0,0
Yuba,9/3/21,67,1,68,261,19,0,0
Mariposa,9/3/21,0,0,0,12,0,0,0
Sacramento,9/3/21,412,17,429,2658,101,5,73
Siskiyou,9/3/21,9,0,9,56,4,0,3
Santa Cruz,9/3/21,24,1,25,372,4,0,3
Fresno,9/3/21,410,8,418,1576,93,0,4
Alameda,9/3/21,205,37,242,2530,67,2,97
Santa Clara,9/3/21,236,17,253,3089,65,2,42
Solano,9/3/21,138,12,150,575,26,1,4
Lake,9/3/21,18,0,18,61,4,0,0
Tehama,9/3/21,20,0,20,59,5,0,0
Del Norte,9/3/21,19,0,19,47,6,0,0
Lassen,9/3/21,4,0,4,25,0,0,0
Shasta,9/3/21,82,0,82,568,36,0,15
Stanislaus,9/3/21,345,12,357,1374,70,1,10
Napa,9/3/21,19,0,19,219,6,0,1
Yolo,9/3/21,18,0,18,126,6,0,0
Colusa,9/3/21,3,0,3,48,0,0,5
Mendocino,9/3/21,28,0,28,117,10,0,0
Sutter,9/3/21,0,0,0,14,0,0,0
Madera,9/3/21,31,8,39,278,9,0,3
Kings,9/3/21,77,1,78,140,9,0,0
San Diego,9/3/21,672,15,687,6512,178,0,190
Inyo,9/3/21,1,0,1,29,0,0,2
Placer,9/3/21,194,12,206,755,52,0,9
Sutter,9/4/21,0,0,0,14,0,0,0
Del Norte,9/4/21,18,0,18,47,6,0,0
Amador,9/4/21,16,1,17,53,6,0,0
Tehama,9/4/21,22,0,22,59,5,0,0
Sonoma,9/4/21,66,1,67,661,19,0,15
Madera,9/4/21,36,4,40,278,9,1,4
Butte,9/4/21,105,0,105,466,15,0,2
Fresno,9/4/21,398,12,410,1563,88,1,11
Tulare,9/4/21,171,6,177,659,28,0,4
San Francisco,9/4/21,91,7,98,2169,29,0,72
Solano,9/4/21,121,11,132,582,27,1,3
Napa,9/4/21,20,0,20,204,6,0,1
Los Angeles,9/4/21,1480,105,1585,19208,433,12,478
Calaveras,9/4/21,6,0,6,33,3,0,4
Santa Clara,9/4/21,209,19,228,3037,62,2,40
Riverside,9/4/21,618,37,655,3494,127,2,66
Plumas,9/4/21,6,0,6,35,0,0,0
Nevada,9/4/21,17,0,17,114,4,0,0
Orange,9/4/21,488,16,504,5884,126,2,154
Glenn,9/4/21,12,0,12,47,0,0,0
Imperial,9/4/21,32,0,32,236,8,0,3
Mariposa,9/4/21,0,0,0,12,0,0,0
San Luis Obispo,9/4/21,53,1,54,440,11,0,14
Inyo,9/4/21,1,0,1,29,0,0,2
Colusa,9/4/21,3,0,3,48,0,0,0
Stanislaus,9/4/21,330,10,340,1374,71,0,13
Tuolumne,9/4/21,11,0,11,72,4,0,1
Shasta,9/4/21,91,0,91,568,22,0,15
Mendocino,9/4/21,23,0,23,105,9,0,0
Yuba,9/4/21,61,0,61,261,18,0,0
Contra Costa,9/4/21,183,7,190,1342,54,3,37
Kern,9/4/21,330,1,331,1214,64,0,23
Lassen,9/4/21,4,0,4,25,0,0,0
Merced,9/4/21,6,0,6,41,3,0,0
Trinity,9/4/21,0,0,0,25,0,0,0
Santa Barbara,9/4/21,75,1,76,614,19,1,29
San Benito,9/4/21,7,0,7,25,3,0,1
Modoc,9/4/21,0,0,0,12,0,0,0
Placer,9/4/21,194,9,203,762,51,0,8
Siskiyou,9/4/21,6,0,6,56,2,0,3
Alameda,9/4/21,206,24,230,2535,65,3,95
Mono,9/4/21,0,0,0,17,0,0,2
San Joaquin,9/4/21,280,11,291,946,76,0,13
San Mateo,9/4/21,46,11,57,695,15,0,13
Kings,9/4/21,69,1,70,132,10,0,0
Marin,9/4/21,9,2,11,330,16,0,18
Ventura,9/4/21,124,6,130,1187,36,0,22
Santa Cruz,9/4/21,18,1,19,372,3,0,3
Lake,9/4/21,18,0,18,57,4,0,0
Yolo,9/4/21,18,0,18,118,9,0,0
San Diego,9/4/21,638,22,660,6515,172,4,187
Monterey,9/4/21,33,1,34,716,8,0,15
San Bernardino,9/4/21,534,20,554,3632,150,5,122
Sacramento,9/4/21,397,21,418,2631,92,6,67
Humboldt,9/4/21,38,0,38,274,10,0,3
El Dorado,9/4/21,26,0,26,190,10,0,1
Shasta,9/5/21,97,0,97,568,23,0,12
El Dorado,9/5/21,29,0,29,190,10,0,1
Ventura,9/5/21,128,6,134,1166,40,0,24
Sacramento,9/5/21,384,20,404,2640,93,5,85
Alameda,9/5/21,205,30,235,2504,64,3,101
Del Norte,9/5/21,18,0,18,48,5,0,0
Siskiyou,9/5/21,6,0,6,56,4,0,3
Imperial,9/5/21,28,0,28,236,6,0,3
Merced,9/5/21,52,0,52,271,12,0,4
Lassen,9/5/21,4,0,4,25,0,0,0
Inyo,9/5/21,1,1,2,29,0,0,2
Kings,9/5/21,70,1,71,130,8,0,0
Yuba,9/5/21,64,0,64,261,17,0,0
Mariposa,9/5/21,0,0,0,12,0,0,0
Tuolumne,9/5/21,7,0,7,72,2,0,2
Marin,9/5/21,9,5,14,327,17,1,11
San Bernardino,9/5/21,527,26,553,3586,151,5,132
Butte,9/5/21,101,0,101,466,14,0,2
